ZSJ|Egas|Ehc|Ebc|Eco|Ebr|Ewd|Eww|Efoil|ETOTAL
2015880|0|0|0|0|0|0|0|0|0
2015960|0|0|0|0|0|0|0|0|0
2016000|0|0|0|0|0|0|0|0|0
2016180|0|0|0|0|0|0|0|0|0
2016260|0|0|0|0|0|0|0|0|0
2016340|0|0|0|0|0|0|0|0|0
2016420|0|0|0|0|0|0|0|0|0
2016510|0|0|0|0|0|0|0|0|0
2016770|0|0|0|0|0|0|0|0|0
2016850|0|0|0|0|0|0|0|0|0
2016930|0|0|0|0|0|0|0|0|0
2017150|0|0|0|0|0|0|0|0|0
2017230|5.7785936614484e-05|15.1428898427895|11.3878549578362|0|2.10817589311514|254.367602518636|181.492023291865|0.0192619788714947|464.51786626905
2017310|0|2.67469521679706|2.01144177244389|0|0.372368024599142|44.9290602274765|32.0570149836174|0|82.044580224934
2017400|0|0|0|0|0|0|0|0|0
2017660|5.86888418740853e-05|21.8433442705093|16.4267744749584|0|3.04100553422632|366.920658524391|261.798955699542|0.0139735337795441|670.044770726249
2017820|0.000141154188917672|30.3269288427605|22.80665517371|0|4.22208052507027|509.426421348464|363.477231429631|0|930.259458473825
2017910|0|0|0|0|0|0|0|0|0
2018040|0|0|0|0|0|0|0|0|0
2018120|0|0|0|0|0|0|0|0|0
2018210|0|0|0|0|0|0|0|0|0
2018390|0|0.637811936313144|0.479651499582774|0|0.0887954520197952|10.7138528234752|7.64436511147799|0|19.5644768228689
2018550|0|0|0|0|0|0|0|0|0
2018630|0|0|0|0|0|0|0|0|0
2018710|0|0|0|0|0|0|0|0|0
2018800|0|0|0|0|0|0|0|0|0
2018980|0|0|0|0|0|0|0|0|0
2019010|0|0|0|0|0|0|0|0|0
2019100|6.32033681720919e-05|19.2029400180302|14.4411204175459|0|2.6734114586605|322.567611889575|230.15292808751|0.0150484209933552|589.053123495682
2019280|0|4.66357114723589|3.50712924426114|0|0.649257068531836|78.3378486017538|55.894282535538|0|143.052088597321
2019360|0|0|0|0|0|0|0|0|0
2019440|0|0|0|0|0|0|0|0|0
2019520|0|0|0|0|0|0|0|0|0
2019610|0|0|0|0|0|0|0|0|0
2019790|0|0|0|0|0|0|0|0|0
2019870|0|0|0|0|0|0|0|0|0
2019950|0|0|0|0|0|0|0|0|0
2020020|0|0|0|0|0|0|0|0|0
2020110|0|0|0|0|0|0|0|0|0
2020290|0|0|0|0|0|0|0|0|0
2020370|0|0|0|0|0|0|0|0|0
2020450|0|0|0|0|0|0|0|0|0
2020530|0|0|0|0|0|0|0|0|0
2020610|0|0|0|0|0|0|0|0|0
2020700|4.03297682621919e-05|6.2032354451101|4.66499764916795|0|0.863607380128008|104.200858912186|74.3476155196973|0|190.280355236057
2020880|0|0|0|0|0|0|0|0|0
2020960|0|5.03376575302268|4.09482626033021|0|0.243298940999428|20.3488703004041|14.4239979213628|0|44.1447591761192
2021000|0|0|0|0|0|0|0|0|0
2021180|0|0|0|0|0|0|0|0|0
2021260|0|0|0|0|0|0|0|0|0
2021420|0|0|0|0|0|0|0|0|0
2021510|0|0|0|0|0|0|0|0|0
2021690|0|0|0|0|0|0|0|0|0
2021770|0|10.3904404039358|7.81388688001346|0|1.44654528995714|174.536791992872|124.532508086744|0.00394787329397215|318.724120526816
2021850|0|0|0|0|0|0|0|0|0
2021930|0.000256032060479127|22.0121779323953|6.34121847335216|0|1.30025020269488|174.555800980322|123.132893215248|0.0274320064799065|327.370028842553
2022070|0|0|0|0|0|0|0|0|0
2022150|0|0|0|0|0|0|0|0|0
2022230|5.37144435574995e-05|24.7989800710512|20.1732698354843|0|1.19861866546524|100.249247542977|71.0602071186899|0.0332517983927378|217.513628746503
2022310|0|0|0|0|0|0|0|0|0
2022400|0|0|0|0|0|0|0|0|0
2022580|2.06049835179322e-05|25.2045907535412|50.7500862225311|0|1.79195690553231|164.566842971245|116.525683906276|0.00883070722197095|358.848012071331
2022660|0|0|0|0|0|0|0|0|0
2022740|0|0|0|0|0|0|0|0|0
2022820|0|0|0|0|0|0|0|0|0
2022910|0|0|0|0|0|0|0|0|0
2023040|0|0|0|0|0|0|0|0|0
2023210|0|0|0|0|0|0|0|0|0
2023390|0|0|0|0|0|0|0|0|0
2023470|0|0|0|0|0|0|0|0|0
2023630|0|0|0|0|0|0|0|0|0
2023980|0|0|0|0|0|0|0|0|0
2024010|0|0|0|0|0|0|0|0|0
2024100|0|2.48174080335909|2.01882604625087|0|0.11995093512839|10.0323742113844|7.11130115014141|0|21.7641931462642
2024280|0|0|0|0|0|0|0|0|0
2024360|0|0|0|0|0|0|0|0|0
2024520|0|0|0|0|0|0|0|0|0
2024610|0|0|0|0|0|0|0|0|0
2024790|0|0|0|0|0|0|0|0.00548068790596274|0.00548068790596274
2024870|0|0|0|0|0|0|0|0|0
2024950|0|0|0|0|0|0|0|0|0
2025090|3.8185450060769e-05|77.3912435707287|155.829242477645|0|5.50224261525912|505.30606716017|357.794644381176|0.00272753214719779|1101.82620592257
2025170|0|0|0|0|0|0|0|0|0
2025250|0|0|0|0|0|0|0|0|0
2025500|0|0|0|0|0|0|0|0|0
2025680|0|0|0|0|0|0|0|0|0
2025760|0|0|0|0|0|0|0|0|0
2025840|0|0|0|0|0|0|0|0|0
2025920|0|0|0|0|0|0|0|0|0
2026060|0|0|0|0|0|0|0|0|0
2026140|0|0|0|0|0|0|0|0|0
2026220|0|0|0|0|0|0|0|0|0
2026310|0|0|0|0|0|0|0|0|0
2026570|0|0|0|0|0|0|0|0|0
2026650|0|0|0|0|0|0|0|0|0
2026730|0|0|0|0|0|0|0|0|0
2026810|0.000108285872607217|3.10326747222485|0.893982280311492|0|0.183308719935361|24.6088024971476|17.3592228560654|0.0541429363036084|46.202835047861
2026900|0|0|0|0|0|0|0|0|0
2027030|0|0|0|0|0|0|0|0|0
2027111|0|0|0|0|0|0|0|0|0
2027112|0|0|0|0|0|0|0|0|0
2027200|0|0|0|0|0|0|0|0|0
2027380|0.000410084493387026|88.5499711682825|105.916938295912|0|0.788141940521114|540.428405964055|380.560735131199|0|1116.24460258446
2027460|0|0|0|0|0|0|0|0|0
2027620|0|0|0|0|0|0|0|0|0
2027710|0|0|0|0|0|0|0|0|0
2027890|0|0|0|0|0|0|0|0|0
2027970|0|0|0|0|0|0|0|0|0
2028010|0|3.27665749849778|2.6654683251599|0|0.158371950248904|13.2458047766208|9.38909422214759|0.00473148045486952|28.7401282531298
2028190|0|0|0|0|0|0|0|0|0
2028271|0|0|0|0|0|0|0|0|0
2028272|0|0|0|0|0|0|0|0|0
2028430|0|8.85958072635162|0.884678667457939|0|0|78.0275462161076|55.1679784567408|0.00678277506869642|142.946566841727
2028600|0|0|0|0|0|0|0|0|0
2028780|0|0|0|0|0|0|0|0|0
2029081|0|0|0|0|0|0|0|0|0
2029082|0|0|0|0|0|0|0|0|0
2029160|0|0|0|0|0|0|0|0|0
2029240|0|10.663873351169|12.7553380405362|0|0.0949141566685471|65.0825742859085|45.8300711826823|0|134.426771016965
2029320|0|0|0|0|0|0|0|0|0
2029410|0|0|0|0|0|0|0|0|0
2029590|0|0|0|0|0|0|0|0|0
2029670|0|0|0|0|0|0|0|0|0
2029750|4.3245746141932e-05|4.54552964395153|5.43702698565192|0|0.0404576365978922|27.7417745859525|19.5352983184535|0.00308898186728086|57.3032193982207
2029830|0|0|0|0|0|0|0|0|0
2029910|0|0|0|0|0|0|0|0|0
2030090|0|0|0|0|0|0|0|0|0
2030170|0|0|0|0|0|0|0|0|0
2030250|0|0|0|0|0|0|0|0|0
2030331|0.00012804528764629|10.094061890867|12.0737716381439|0|0.0898425309624235|61.6049639024356|43.3811955324961|0.009146091974735|127.253109632167
2030332|0|0|0|0|0|0|0|0|0
2030500|0|0|0|0|0|0|0|0|0
2030680|0|9.48849113958156|11.3494326118125|0|0.0844526285068496|57.9091113629279|40.7786373696575|0|119.610125112486
2030760|0|0|0|0|0|0|0|0|0
2030840|0|0|0|0|0|0|0|0|0
2030920|0|0|0|0|0|0|0|0|0
2031060|0|0|0|0|0|0|0|0|0
2031140|0|0|0|0|0|0|0|0|0
2031310|0|0|0|0|0|0|0|0|0
2031490|0|0|0|0|0|0|0|0|0
2031650|0|5.223841143719|4.24944722194299|0|0.252485928144926|21.1172452432102|14.9686492171962|0|45.8116687542134
2031730|0|0|0|0|0|0|0|0|0
2031900|0|0|0|0|0|0|0|0|0
2032030|0|0|0|0|0|0|0|0|0
2032110|0|0|0|0|0|0|0|0|0
2032200|0|0|0|0|0|0|0|0|0
2032380|0|0|0|0|0|0|0|0|0
2032460|0|0|0|0|0|0|0|0|0
2032540|0|0|0|0|0|0|0|0|0
2032710|0|0|0|0|0|0|0|0|0
2032890|0.000113096087248315|10.0661585212476|4.98345076793004|0|0.789504350221102|18.9919143141456|13.4130699890052|0.00807829194630822|48.2522893305831
2032970|0|0|0|0|0|0|0|0|0
2033010|0|0|0|0|0|0|0|0|0
2033190|0|0|0|0|0|0|0|0|0
2033270|0|0|0|0|0|0|0|0|0
2033350|0|0|0|0|0|0|0|0|0
2033430|0|0|0|0|0|0|0|0|0
2033510|3.76155495840573e-05|8.93129862759011|7.2653591671695|0|0.431679900189533|36.1045480270663|25.5921787306199|0|78.3251020681849
2033600|0|0|0|0|0|0|0|0|0
2033780|0|0|0|0|0|0|0|0|0
2033860|0|66.4098490777746|54.0225364648613|0|3.20981284098335|268.460129425287|190.294020829364|0.00538739096281173|582.401736029233
2033940|0|0|0|0|0|0|0|0|0
2034080|0|0|0|0|0|0|0|0|0
2034160|0|0|0|0|0|0|0|0|0
2034240|0|12.2363721906945|14.6362450624019|0|0.108910234482007|74.6796755611887|52.5881909930834|0|154.249394041851
2034321|0|0|0|0|0|0|0|0|0
2034322|0|0|0|0|0|0|0|0|0
2034410|0|0|0|0|0|0|0|0.00697125882404433|0.00697125882404433
2034590|0|0|0|0|0|0|0|0|0
2034670|0|0|0|0|0|0|0|0|0
2034750|0|0|0|0|0|0|0|0|0
2034830|0|60.8018145754614|49.4605587973227|0|2.93875754710485|245.789792280728|174.224485222602|0.0105780216289242|533.225986444848
2034910|0|0|0|0|0|0|0|0|0
2035130|0.000101964551688467|161.899089436677|325.987945156626|0|11.5104503839121|1057.07814457451|748.490713651502|0|2304.96644516778
2035210|0|0|0|0|0|0|0|0|0
2035300|0|23.2226199480955|46.7593374636853|0|1.65104581889295|151.626078270769|107.362650638045|0|330.621732139488
2035480|0|0|0|0|0|0|0|0|0
2035560|0.00013082931061045|38.7985247565793|46.4079310066106|0|0.345327549942329|236.790871993706|166.744211303126|0|489.086997439275
2035640|0|0|0|0|0|0|0|0|0
2035720|0|0|0|0|0|0|0|0|0
2035810|0|35.8796076585967|42.916537863519|0|0.319347631987841|218.976459480729|154.199596980393|0|452.291549615225
2035991|0|0|0|0|0|0|0|0|0
2035992|0|0|0|0|0|0|0|0|0
2036020|0|0|0|0|0|0|0|0|0
2036290|0|0|0|0|0|0|0|0|0
2036370|0|0|0|0|0|0|0|0|0
2036450|0|0|0|0|0|0|0|0|0
2036530|3.88875688431867e-05|8.02399589925682|2.31153460519627|0|0.473974103174818|63.6300067880281|44.8850555931912|0.0277768348879905|119.352382711304
2036610|0|0|0|0|0|0|0|0|0
2036700|0|0|0|0|0|0|0|0|0
2036880|0|0|0|0|0|0|0|0|0
2036961|0|0|0|0|0|0|0|0|0
2036962|0|0|0|0|0|0|0|0|0
2037000|0|0|0|0|0|0|0|0|0
2037180|0|0|0|0|0|0|0|0|0
2037260|0|0|0|0|0|0|0|0|0
2037420|0|0|0|0|0|0|0|0|0
2037510|0|10.3791269410619|12.4147454062148|0|0.0923797618487943|63.3447414386717|44.6063180664859|0.0207886417055614|130.858100255989
2037690|0|0|0|0|0|0|0|0|0
2037850|0|0|0|0|0|0|0|0|0
2037930|0|0|0|0|0|0|0|0|0
2038070|2.09723346226673e-05|9.36864554894395|11.2060821639114|0|0.0833859388724903|57.1776829880161|40.2635776189479|0.0149802390161909|118.114375470043
2038230|0|0|0|0|0|0|0|0|0
2038310|0|0|0|0|0|0|0|0|0
2038400|0.000194106744314317|22.4680159012875|2.24355700138873|0|0|197.878906832184|139.906735487061|0|362.497409328666
2038580|0|13.0974198802714|10.6543811332702|0|0.633042645018076|52.9459874555224|37.5299857794949|0|114.860816893577
2038660|0|15.3059120272388|30.8188441816976|0|1.08819599654984|99.9359856999227|70.7621831365269|0|217.911121041936
2038740|0|0|0|0|0|0|0|0|0
2038910|0|0|0|0|0|0|0|0|0
2039040|0|0|0|0|0|0|0|0|0
2039120|0|0|0|0|0|0|0|0|0
2039210|0|0|0|0|0|0|0|0|0
2039390|0.000152486829657151|176.925534292915|356.244075062845|0|12.5787772569423|1155.18942181178|817.960866159616|0.0381217074142877|2518.93694877834
2039470|0|0|0|0|0|0|0|0|0
2039550|0|0|0|0|0|0|0|0|0
2039630|0|0|0|0|0|0|0|0|0
2039710|0|0|0|0|0|0|0|0|0
2039800|0|0|0|0|0|0|0|0|0
2039980|0|0|0|0|0|0|0|0|0
2040051|0|5.68072196654927|0.567251848004257|0|0|50.0308998220859|35.373451266963|0|91.6523249036025
2040052|0|0|0|0|0|0|0|0|0
2040130|0|0|0|0|0|0|0|0|0
2040210|0|0|0|0|0|0|0|0|0
2040300|3.33303492280574e-05|32.9743179803466|26.8236763105877|0|1.59376042478324|133.297843552502|94.4862191335132|0.00238073923057553|289.178231471312
2040480|0|0|0|0|0|0|0|0|0
2040560|0|0|0|0|0|0|0|0|0
2040640|7.01762412624196e-05|38.1102367127923|45.5846516616059|0|0.339201419495185|232.590188408602|163.786159476911|0|480.410507855648
2040720|0.00101728349736996|263.062127196984|314.655495950001|0|2.34139314413358|1605.49172625255|1130.56069008772|0.00660573699590883|3316.11905565188
2040810|4.02561383985973e-05|20.6275587308924|24.6731629211168|0|0.18359626719113|125.891838662271|88.6509482840146|0|260.027145121624
2040990|0.000594050042314436|279.179641035571|333.934076125718|0|2.48484760792984|1703.85835694674|1199.8288426797|0.00652802244301578|3519.29288646814
2041020|0.000239360822910579|358.516405385157|428.830856591551|0|3.19098709712649|2188.05773641701|1540.79402838745|0.0031085821157218|4519.39336182123
2041110|5.63041935710111e-05|60.6604611743188|72.5575653886064|0|0.539910436469548|370.216228249026|260.700137937087|0|764.674359489702
2041290|0|0|0|0|0|0|0|0|0
2041370|0|16.3748222635047|19.586353517768|0|0.145744645923381|99.9370070600353|70.3739856267074|0|206.417913113939
2041450|0.000554065904850964|202.444550760152|242.149226118403|0|1.80186440468522|1235.53722739783|870.044857656421|0|2551.9782804034
2041530|0.000178432613442431|250.261033057335|299.343772182946|0|2.22745658330915|1527.36550205154|1075.54549661001|0|3154.74343891775
2041610|0.000208080715371128|232.685438144215|278.321143068938|0|2.07102442079252|1420.10007195087|1000.01095682124|0.00330286849795441|2933.19214535527
2041700|0.000127840439509059|330.555556544114|395.386153421971|0|2.94212063931232|2017.41017132803|1420.62683861369|0.00365258398597312|4166.92462097154
2041880|0.000314705081940386|240.454723085476|287.614188146989|0|2.14017519779764|1467.51671388638|1033.40097095316|0|3031.12708597489
2041960|0.000152320523670368|144.092717953843|172.353071548757|0|1.2825019911896|879.410764875736|619.266499447587|0|1816.40570813764
2042000|0.000200736690122735|77.3640664252182|92.53718484344|0|0.688581426222033|472.159827332092|332.487132441502|0|975.236993205164
2042180|0.000193392664874342|217.389881774114|260.025727735886|0|1.93488581656902|1326.74992131426|934.275326423529|0.0184183490356517|2740.39435480606
2042260|0.000208080715371128|195.01834371878|233.266545496421|0|1.73576720384961|1190.21442061679|838.129287570804|0.00330286849795441|2458.36787555586
2042340|0.000736034530450029|385.062057889154|460.582806379849|0|3.42725755324148|2350.06823149382|1654.8791364702|0.00637259333722969|4854.02659841414
2042420|0.000372097279251899|141.005016854832|168.659791444141|0|1.2550198056641|860.566248485542|605.996503030853|0.00279772390414962|1777.48574944222
2042510|0.000386241327878434|377.049759435471|450.99908647875|0|3.35594382644964|2301.16845632389|1620.44472447215|0|4753.01835677804
2042690|0.000125664432028054|90.2580774960879|107.960048984013|0|0.803344997259038|550.85313188744|387.901654515086|0.00299201028638223|1137.7793755546
2042770|0.000228480785505552|235.651632487014|281.86908576203|0|2.09742513142465|1438.20302172386|1012.75875430491|0.00272000935125658|2970.58286789937
2042850|0.000503201729982466|124.294264147685|148.671622729806|0|1.10628519974142|758.579027836758|534.178790942139|0|1566.83049405786
2042930|0|0|0|0|0|0|0|0|0
2043070|0|0|0|0|0|0|0|0|0
